Date,Time,Day_of_week,Timestamp,Batch_ID,BRIX,COLOR_a_b,BOSTWICK_cm,pH,ACIDITY_pct,BLOTTER_TEST,SYNERESIS_pct,SALT_pct,Status,Action_Cost_EUR,Deviations
2025-07-02,18:00,Wednesday,2025-07-02 18:00,B0187,29.02,2.09,4.46,4.21,5.89,3.07,4.49,2.1,Accept,0,
2025-07-02,19:00,Wednesday,2025-07-02 19:00,B0188,28.48,2.02,3.43,4.25,7.53,2.36,3.82,2.21,Accept,0,
2025-07-02,20:00,Wednesday,2025-07-02 20:00,B0189,28.73,1.94,6.11,4.56,6.55,3.74,5.04,1.93,Critical Waste,6000,"BOSTWICK_cm, pH"
2025-07-02,21:00,Wednesday,2025-07-02 21:00,B0190,28.8,2.08,4.12,4.2,6.67,2.82,3.92,2.2,Accept,0,
2025-07-02,22:00,Wednesday,2025-07-02 22:00,B0191,28.49,1.89,3.9,4.3,6.45,1.66,3.45,2.15,Accept,0,
2025-07-02,23:00,Wednesday,2025-07-02 23:00,B0192,28.89,2.09,3.86,4.2,6.3,2.45,4.93,1.95,Accept,0,
2025-07-03,00:00,Thursday,2025-07-03 00:00,B0193,28.07,2.15,3.94,4.29,6.52,3.08,4.06,1.88,Accept,0,
2025-07-03,01:00,Thursday,2025-07-03 01:00,B0194,28.44,2.07,4.17,4.2,6.79,2.72,4.41,1.8,Accept,0,
2025-07-03,02:00,Thursday,2025-07-03 02:00,B0195,27.92,2.06,4.62,4.14,6.86,3.4,2.95,2.13,Correction,450,BRIX
2025-07-03,03:00,Thursday,2025-07-03 03:00,B0196,28.94,2.23,4.31,4.12,8.39,3.88,2.39,2.21,Correction,450,ACIDITY_pct
2025-07-03,04:00,Thursday,2025-07-03 04:00,B0197,26.22,1.56,7.17,4.63,9.06,7.63,7.79,2.43,Critical Waste,6000,"BRIX, COLOR_a_b, BOSTWICK_cm, pH, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct"
2025-07-03,05:00,Thursday,2025-07-03 05:00,B0198,28.27,2.14,3.68,4.27,6.68,4.1,3.64,1.95,Accept,0,
2025-07-03,06:00,Thursday,2025-07-03 06:00,B0199,27.94,2.03,3.04,4.27,7.03,2.48,4.1,2.13,Correction,450,BRIX
2025-07-03,07:00,Thursday,2025-07-03 07:00,B0200,28.56,2.04,4.04,4.29,6.04,3.14,4.48,2.08,Accept,0,
2025-07-03,08:00,Thursday,2025-07-03 08:00,B0201,28.93,2.35,1.97,4.18,8.68,3.65,6.06,2.06,Critical Waste,6000,"BOSTWICK_cm, ACIDITY_pct, SYNERESIS_pct"
2025-07-03,09:00,Thursday,2025-07-03 09:00,B0202,29.16,2.16,4.98,4.26,6.54,2.04,3.63,1.87,Accept,0,
2025-07-03,10:00,Thursday,2025-07-03 10:00,B0203,28.75,2.06,4.89,4.26,7.65,3.06,3.73,1.97,Accept,0,
2025-07-03,11:00,Thursday,2025-07-03 11:00,B0204,28.39,2.05,3.74,4.18,5.8,2.95,2.75,2.11,Accept,0,
2025-07-03,12:00,Thursday,2025-07-03 12:00,B0205,28.53,2.05,4.65,4.19,6.74,4.64,4.06,1.97,Accept,0,
2025-07-03,13:00,Thursday,2025-07-03 13:00,B0206,28.67,1.99,3.81,4.17,7.04,3.01,5.13,1.99,Accept,0,
2025-07-03,14:00,Thursday,2025-07-03 14:00,B0207,25.9,1.6,5.43,4.18,10.33,6.23,8.66,2.91,Critical Waste,6000,"BRIX, COLOR_a_b, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct, SALT_pct"
2025-07-03,15:00,Thursday,2025-07-03 15:00,B0208,28.43,2.06,4.97,4.27,6.37,2.47,2.29,1.89,Accept,0,
2025-07-03,16:00,Thursday,2025-07-03 16:00,B0209,29.13,2.01,4.31,4.21,7.11,3.69,4.62,1.74,Accept,0,
2025-07-03,17:00,Thursday,2025-07-03 17:00,B0210,28.85,2.07,4.57,4.24,6.19,3.22,3.0,2.02,Accept,0,
2025-07-03,18:00,Thursday,2025-07-03 18:00,B0211,28.01,2.0,5.61,4.19,5.52,3.44,4.4,2.19,Accept,0,
2025-07-03,19:00,Thursday,2025-07-03 19:00,B0212,28.37,2.19,3.28,4.28,7.0,2.6,4.77,1.96,Accept,0,
2025-07-03,20:00,Thursday,2025-07-03 20:00,B0213,27.96,1.99,2.9,4.29,7.29,3.47,3.11,2.22,Correction,450,BRIX
2025-07-03,21:00,Thursday,2025-07-03 21:00,B0214,28.21,2.03,3.82,4.27,7.16,3.84,3.41,1.97,Accept,0,
2025-07-03,22:00,Thursday,2025-07-03 22:00,B0215,28.99,1.96,3.02,4.3,7.45,2.72,3.77,1.83,Accept,0,
2025-07-03,23:00,Thursday,2025-07-03 23:00,B0216,28.79,2.05,3.74,4.21,6.46,2.78,3.62,2.24,Accept,0,
2025-07-04,00:00,Friday,2025-07-04 00:00,B0217,28.57,2.07,4.14,4.27,5.73,2.11,4.17,1.69,Accept,0,
2025-07-04,01:00,Friday,2025-07-04 01:00,B0218,29.21,2.23,4.38,4.25,5.6,2.67,3.25,1.91,Accept,0,
2025-07-04,02:00,Friday,2025-07-04 02:00,B0219,28.16,1.98,4.04,4.25,6.98,1.91,3.68,1.83,Accept,0,
2025-07-04,03:00,Friday,2025-07-04 03:00,B0220,27.71,2.03,4.66,4.34,5.89,3.3,3.47,1.98,Correction,450,BRIX
2025-07-04,04:00,Friday,2025-07-04 04:00,B0221,28.07,2.07,4.16,4.33,6.32,3.17,3.33,2.13,Accept,0,
2025-07-04,05:00,Friday,2025-07-04 05:00,B0222,28.79,1.95,6.08,4.29,6.08,5.26,3.91,1.84,Correction,450,"BOSTWICK_cm, BLOTTER_TEST"
2025-07-04,06:00,Friday,2025-07-04 06:00,B0223,28.68,1.86,5.63,4.2,7.1,2.8,4.09,2.22,Accept,0,
2025-07-04,07:00,Friday,2025-07-04 07:00,B0224,28.5,1.93,4.23,4.5,7.97,1.06,5.79,2.05,Correction,450,pH
2025-07-04,08:00,Friday,2025-07-04 08:00,B0225,29.28,2.03,4.57,4.29,6.3,2.55,4.6,1.92,Accept,0,
2025-07-04,09:00,Friday,2025-07-04 09:00,B0226,28.93,2.09,4.44,4.25,6.18,3.26,4.36,2.11,Accept,0,
2025-07-04,10:00,Friday,2025-07-04 10:00,B0227,28.8,2.09,3.54,4.23,6.09,2.99,2.65,1.76,Accept,0,
2025-07-04,11:00,Friday,2025-07-04 11:00,B0228,28.32,2.03,2.86,4.23,6.5,2.51,4.26,2.14,Accept,0,
2025-07-04,12:00,Friday,2025-07-04 12:00,B0229,28.54,1.99,3.4,4.17,6.94,2.62,3.69,2.11,Accept,0,
2025-07-04,13:00,Friday,2025-07-04 13:00,B0230,28.47,1.65,5.39,4.08,7.55,4.28,6.63,1.67,Critical Waste,6000,"COLOR_a_b, pH, SYNERESIS_pct"
2025-07-04,14:00,Friday,2025-07-04 14:00,B0231,28.6,2.13,5.31,4.14,6.18,3.11,3.03,2.12,Accept,0,
2025-07-04,15:00,Friday,2025-07-04 15:00,B0232,28.77,2.09,4.64,4.39,6.7,2.69,3.78,1.73,Accept,0,
2025-07-04,16:00,Friday,2025-07-04 16:00,B0233,28.72,1.97,3.62,4.22,6.98,2.38,3.2,2.17,Accept,0,
2025-07-04,17:00,Friday,2025-07-04 17:00,B0234,28.13,1.98,3.71,4.27,6.63,3.12,4.4,1.98,Accept,0,
2025-07-04,18:00,Friday,2025-07-04 18:00,B0235,28.58,2.21,4.94,4.14,6.76,2.51,3.93,2.01,Accept,0,
2025-07-04,19:00,Friday,2025-07-04 19:00,B0236,28.63,2.07,3.63,4.2,6.81,3.72,3.7,1.93,Accept,0,
2025-07-04,20:00,Friday,2025-07-04 20:00,B0237,27.18,1.95,2.48,4.26,6.38,2.58,6.48,1.92,Critical Waste,6000,"BRIX, SYNERESIS_pct"
2025-07-04,21:00,Friday,2025-07-04 21:00,B0238,28.91,1.78,5.95,4.29,8.04,2.93,3.14,2.2,Correction,450,"COLOR_a_b, ACIDITY_pct"
2025-07-04,22:00,Friday,2025-07-04 22:00,B0239,29.05,2.11,4.65,4.14,7.27,2.54,3.93,1.98,Accept,0,
2025-07-04,23:00,Friday,2025-07-04 23:00,B0240,28.41,2.04,4.02,4.16,6.87,2.69,3.64,1.85,Accept,0,
2025-07-05,00:00,Saturday,2025-07-05 00:00,B0241,28.87,1.86,3.95,4.22,6.77,2.97,5.21,2.03,Accept,0,
2025-07-05,01:00,Saturday,2025-07-05 01:00,B0242,28.85,2.11,4.26,4.22,6.84,3.36,3.55,1.91,Accept,0,
2025-07-05,02:00,Saturday,2025-07-05 02:00,B0243,28.94,1.99,2.7,4.24,6.99,2.19,4.27,2.1,Accept,0,
2025-07-05,03:00,Saturday,2025-07-05 03:00,B0244,28.04,1.98,3.94,4.12,6.41,4.0,3.81,2.03,Accept,0,
2025-07-05,04:00,Saturday,2025-07-05 04:00,B0245,28.5,1.85,3.57,4.19,7.77,3.01,5.47,2.35,Accept,0,
2025-07-05,05:00,Saturday,2025-07-05 05:00,B0246,28.77,2.14,4.95,4.16,6.09,2.25,3.64,2.07,Accept,0,
2025-07-05,06:00,Saturday,2025-07-05 06:00,B0247,28.72,2.1,3.35,4.21,6.52,3.35,3.8,1.76,Accept,0,
2025-07-05,07:00,Saturday,2025-07-05 07:00,B0248,28.53,2.02,3.89,4.3,5.39,3.92,2.8,1.96,Accept,0,
2025-07-05,08:00,Saturday,2025-07-05 08:00,B0249,28.76,2.08,4.03,4.24,6.29,2.03,3.3,2.02,Accept,0,
2025-07-05,09:00,Saturday,2025-07-05 09:00,B0250,28.75,2.05,3.62,4.25,7.4,2.89,4.3,1.81,Accept,0,
2025-07-05,10:00,Saturday,2025-07-05 10:00,B0251,28.68,1.95,4.0,4.31,6.81,2.88,4.24,1.81,Accept,0,
2025-07-05,11:00,Saturday,2025-07-05 11:00,B0252,28.91,2.01,3.72,4.24,6.28,2.96,5.27,1.96,Accept,0,
2025-07-05,12:00,Saturday,2025-07-05 12:00,B0253,28.33,1.92,3.19,4.12,6.62,3.09,3.87,2.09,Accept,0,
2025-07-05,13:00,Saturday,2025-07-05 13:00,B0254,28.36,2.11,2.82,4.27,5.89,3.44,3.81,1.86,Accept,0,
2025-07-05,14:00,Saturday,2025-07-05 14:00,B0255,28.67,2.03,3.08,4.34,6.77,4.58,3.24,2.14,Accept,0,
2025-07-05,15:00,Saturday,2025-07-05 15:00,B0256,28.53,2.12,3.92,4.31,5.77,2.99,2.92,2.05,Accept,0,
2025-07-05,16:00,Saturday,2025-07-05 16:00,B0257,28.47,2.09,4.01,4.26,7.13,2.78,3.47,2.14,Accept,0,
2025-07-05,17:00,Saturday,2025-07-05 17:00,B0258,28.84,2.15,2.93,4.24,6.25,2.95,4.04,1.93,Accept,0,
2025-07-05,18:00,Saturday,2025-07-05 18:00,B0259,28.84,1.85,3.56,4.16,5.99,2.55,4.65,2.12,Accept,0,
2025-07-05,19:00,Saturday,2025-07-05 19:00,B0260,28.0,2.0,4.72,4.16,6.27,3.28,4.35,1.96,Accept,0,
2025-07-05,20:00,Saturday,2025-07-05 20:00,B0261,29.11,1.91,3.64,4.23,7.4,3.23,4.14,1.91,Accept,0,
2025-07-05,21:00,Saturday,2025-07-05 21:00,B0262,28.83,1.93,4.63,4.16,6.31,3.15,5.2,2.47,Accept,0,
2025-07-05,22:00,Saturday,2025-07-05 22:00,B0263,28.98,2.13,4.49,4.22,7.04,3.55,3.5,2.1,Accept,0,
2025-07-05,23:00,Saturday,2025-07-05 23:00,B0264,28.4,1.96,4.26,4.27,6.73,4.0,3.8,2.1,Accept,0,
2025-07-06,00:00,Sunday,2025-07-06 00:00,B0265,28.76,2.01,3.57,4.31,6.47,3.27,4.34,1.85,Accept,0,
2025-07-06,01:00,Sunday,2025-07-06 01:00,B0266,28.78,2.05,4.0,4.18,6.85,3.25,4.14,1.92,Accept,0,
2025-07-06,02:00,Sunday,2025-07-06 02:00,B0267,28.25,2.03,3.33,4.16,6.69,3.49,3.35,2.12,Accept,0,
2025-07-06,03:00,Sunday,2025-07-06 03:00,B0268,29.02,2.07,3.78,4.23,5.61,3.25,3.08,1.8,Accept,0,
2025-07-06,04:00,Sunday,2025-07-06 04:00,B0269,29.03,1.98,3.59,4.21,6.15,3.56,5.07,1.9,Accept,0,
2025-07-06,05:00,Sunday,2025-07-06 05:00,B0270,28.55,2.01,4.1,4.25,7.06,3.87,3.55,1.8,Accept,0,
2025-07-06,06:00,Sunday,2025-07-06 06:00,B0271,28.5,2.01,3.7,4.12,5.84,3.05,4.86,1.91,Accept,0,
2025-07-06,07:00,Sunday,2025-07-06 07:00,B0272,27.95,1.98,3.1,4.18,6.46,2.13,3.15,1.85,Correction,450,BRIX
2025-07-06,08:00,Sunday,2025-07-06 08:00,B0273,28.63,2.08,3.95,4.23,6.6,2.51,4.85,2.19,Accept,0,
2025-07-06,09:00,Sunday,2025-07-06 09:00,B0274,28.88,1.96,4.49,4.31,5.94,2.45,4.51,2.04,Accept,0,
2025-07-06,10:00,Sunday,2025-07-06 10:00,B0275,28.49,1.99,6.83,4.43,6.81,5.7,5.05,1.94,Correction,450,"BOSTWICK_cm, BLOTTER_TEST"
2025-07-06,11:00,Sunday,2025-07-06 11:00,B0276,28.8,2.05,4.67,4.2,6.78,2.39,3.78,1.97,Accept,0,
2025-07-06,12:00,Sunday,2025-07-06 12:00,B0277,28.71,2.07,3.04,4.19,7.34,2.7,3.81,1.99,Accept,0,
2025-07-06,13:00,Sunday,2025-07-06 13:00,B0278,28.15,2.11,3.7,4.24,6.65,2.86,3.25,1.9,Accept,0,
2025-07-06,14:00,Sunday,2025-07-06 14:00,B0279,29.2,2.03,4.97,4.28,6.7,3.27,2.82,2.03,Accept,0,
2025-07-06,15:00,Sunday,2025-07-06 15:00,B0280,28.9,2.12,3.54,4.22,6.84,2.87,4.55,2.35,Accept,0,
2025-07-06,16:00,Sunday,2025-07-06 16:00,B0281,28.88,2.03,4.66,4.26,7.57,2.55,4.38,1.85,Accept,0,
2025-07-06,17:00,Sunday,2025-07-06 17:00,B0282,29.3,1.99,3.67,4.27,6.31,2.97,3.82,1.71,Accept,0,
2025-07-06,18:00,Sunday,2025-07-06 18:00,B0283,28.88,2.05,4.15,4.2,7.37,2.39,3.31,1.93,Accept,0,
2025-07-06,19:00,Sunday,2025-07-06 19:00,B0284,28.88,2.08,4.34,4.28,6.33,2.63,3.04,1.88,Accept,0,
2025-07-06,20:00,Sunday,2025-07-06 20:00,B0285,27.85,2.09,4.63,4.19,6.17,3.6,3.0,1.8,Correction,450,BRIX
2025-07-06,21:00,Sunday,2025-07-06 21:00,B0286,28.52,1.98,4.11,4.4,6.68,2.81,4.45,2.07,Accept,0,
2025-07-06,22:00,Sunday,2025-07-06 22:00,B0287,28.41,2.19,2.96,4.36,6.71,4.53,3.76,2.19,Accept,0,
2025-07-06,23:00,Sunday,2025-07-06 23:00,B0288,28.94,2.12,3.25,4.22,6.15,2.24,3.65,1.95,Accept,0,
2025-07-07,00:00,Monday,2025-07-07 00:00,B0289,28.1,2.1,3.91,4.18,6.13,2.58,3.88,2.07,Accept,0,
2025-07-07,01:00,Monday,2025-07-07 01:00,B0290,28.04,1.9,5.12,4.24,6.07,3.32,1.95,2.0,Accept,0,
2025-07-07,02:00,Monday,2025-07-07 02:00,B0291,28.87,2.28,4.85,4.13,7.23,3.21,5.52,1.8,Accept,0,
2025-07-07,03:00,Monday,2025-07-07 03:00,B0292,28.9,2.03,4.02,4.13,6.35,2.97,5.63,1.83,Accept,0,
2025-07-07,04:00,Monday,2025-07-07 04:00,B0293,28.22,2.12,4.75,4.23,6.68,3.2,2.34,1.97,Accept,0,
2025-07-07,05:00,Monday,2025-07-07 05:00,B0294,28.14,2.03,3.52,4.22,7.12,2.73,3.77,2.01,Accept,0,
2025-07-07,06:00,Monday,2025-07-07 06:00,B0295,28.5,2.13,4.3,4.22,6.6,2.66,3.66,1.9,Accept,0,
2025-07-07,07:00,Monday,2025-07-07 07:00,B0296,27.94,2.1,3.62,4.15,6.19,2.89,3.38,1.67,Correction,450,BRIX
2025-07-07,08:00,Monday,2025-07-07 08:00,B0297,29.05,2.13,3.87,4.35,6.63,3.91,4.78,2.06,Accept,0,
2025-07-07,09:00,Monday,2025-07-07 09:00,B0298,28.63,2.16,4.25,4.17,7.2,3.42,3.49,1.93,Accept,0,
2025-07-07,10:00,Monday,2025-07-07 10:00,B0299,28.78,1.98,5.26,4.56,8.13,4.31,7.24,2.28,Critical Waste,6000,"pH, ACIDITY_pct, SYNERESIS_pct"
2025-07-07,11:00,Monday,2025-07-07 11:00,B0300,29.23,2.03,3.49,4.18,5.96,2.53,3.54,1.79,Accept,0,
2025-07-07,12:00,Monday,2025-07-07 12:00,B0301,27.91,1.95,4.81,4.21,8.42,3.58,6.33,2.15,Critical Waste,6000,"BRIX, ACIDITY_pct, SYNERESIS_pct"
2025-07-07,13:00,Monday,2025-07-07 13:00,B0302,28.22,2.12,4.1,4.25,5.91,2.46,4.22,1.86,Accept,0,
2025-07-07,14:00,Monday,2025-07-07 14:00,B0303,28.07,2.1,4.63,4.25,6.86,3.46,3.14,2.22,Accept,0,
2025-07-07,15:00,Monday,2025-07-07 15:00,B0304,28.72,1.92,4.06,4.2,6.84,2.82,3.57,2.11,Accept,0,
2025-07-07,16:00,Monday,2025-07-07 16:00,B0305,28.37,2.05,3.51,4.32,8.43,3.19,5.44,2.08,Correction,450,ACIDITY_pct
2025-07-07,17:00,Monday,2025-07-07 17:00,B0306,24.97,1.66,7.44,4.52,9.83,8.65,9.12,1.78,Critical Waste,6000,"BRIX, COLOR_a_b, BOSTWICK_cm, pH, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct"
2025-07-07,18:00,Monday,2025-07-07 18:00,B0307,29.07,2.1,4.64,4.34,6.98,3.2,4.94,2.26,Accept,0,
2025-07-07,19:00,Monday,2025-07-07 19:00,B0308,25.97,1.93,6.27,4.86,10.0,4.4,8.05,1.46,Critical Waste,6000,"BRIX, BOSTWICK_cm, pH, ACIDITY_pct, SYNERESIS_pct, SALT_pct"
2025-07-07,20:00,Monday,2025-07-07 20:00,B0309,28.99,2.09,4.42,4.32,6.47,2.61,4.63,2.18,Accept,0,
2025-07-07,21:00,Monday,2025-07-07 21:00,B0310,29.29,2.05,4.61,4.3,6.13,2.71,4.66,2.25,Accept,0,
2025-07-07,22:00,Monday,2025-07-07 22:00,B0311,28.46,2.2,4.57,4.25,6.76,3.8,4.39,2.07,Accept,0,
2025-07-07,23:00,Monday,2025-07-07 23:00,B0312,28.62,2.09,2.48,4.2,6.62,2.31,4.07,1.97,Accept,0,
2025-07-08,00:00,Tuesday,2025-07-08 00:00,B0313,27.99,2.14,3.52,4.21,6.97,3.16,4.03,2.12,Correction,450,BRIX
2025-07-08,01:00,Tuesday,2025-07-08 01:00,B0314,28.82,1.99,4.54,4.18,6.63,3.49,3.78,2.07,Accept,0,
2025-07-08,02:00,Tuesday,2025-07-08 02:00,B0315,28.54,2.01,4.21,4.24,6.17,2.89,3.34,1.89,Accept,0,
2025-07-08,03:00,Tuesday,2025-07-08 03:00,B0316,28.43,2.03,3.85,4.21,6.47,3.29,4.41,1.9,Accept,0,
2025-07-08,04:00,Tuesday,2025-07-08 04:00,B0317,28.24,1.99,3.77,4.19,7.18,2.32,3.53,2.05,Accept,0,
2025-07-08,05:00,Tuesday,2025-07-08 05:00,B0318,28.59,1.98,4.34,4.11,6.32,3.18,3.93,2.4,Accept,0,
2025-07-08,06:00,Tuesday,2025-07-08 06:00,B0319,28.1,2.11,3.49,4.22,5.56,2.76,2.97,1.65,Accept,0,
2025-07-08,07:00,Tuesday,2025-07-08 07:00,B0320,29.24,2.12,4.29,4.24,6.7,1.84,3.6,2.13,Accept,0,
2025-07-08,08:00,Tuesday,2025-07-08 08:00,B0321,29.2,2.04,2.01,4.13,6.29,3.62,3.61,2.16,Accept,0,
2025-07-08,09:00,Tuesday,2025-07-08 09:00,B0322,29.15,2.03,3.85,4.2,7.45,3.98,5.35,1.98,Accept,0,
2025-07-08,10:00,Tuesday,2025-07-08 10:00,B0323,27.87,2.12,3.46,4.24,5.85,3.17,3.16,1.89,Correction,450,BRIX
2025-07-08,11:00,Tuesday,2025-07-08 11:00,B0324,28.41,2.12,3.34,4.23,7.11,2.69,3.3,1.97,Accept,0,
2025-07-08,12:00,Tuesday,2025-07-08 12:00,B0325,28.74,2.09,4.31,4.16,6.16,2.59,3.55,2.08,Accept,0,
2025-07-08,13:00,Tuesday,2025-07-08 13:00,B0326,28.79,2.15,3.62,4.25,5.46,2.65,3.78,1.86,Accept,0,
2025-07-08,14:00,Tuesday,2025-07-08 14:00,B0327,28.27,1.84,4.4,4.46,8.77,3.79,4.95,1.7,Critical Waste,6000,"COLOR_a_b, pH, ACIDITY_pct"
2025-07-08,15:00,Tuesday,2025-07-08 15:00,B0328,28.42,2.16,3.77,4.24,6.57,1.72,4.34,2.03,Accept,0,
2025-07-08,16:00,Tuesday,2025-07-08 16:00,B0329,28.37,2.05,4.03,4.19,7.1,2.87,2.71,1.95,Accept,0,
2025-07-08,17:00,Tuesday,2025-07-08 17:00,B0330,28.4,2.08,3.09,4.27,6.29,2.32,3.48,2.19,Accept,0,
2025-07-08,18:00,Tuesday,2025-07-08 18:00,B0331,28.71,2.01,4.45,4.15,6.87,3.07,3.35,1.98,Accept,0,
2025-07-08,19:00,Tuesday,2025-07-08 19:00,B0332,28.63,2.15,3.57,4.26,6.4,2.96,3.86,2.04,Accept,0,
2025-07-08,20:00,Tuesday,2025-07-08 20:00,B0333,28.95,1.73,2.86,4.51,7.77,4.53,3.84,1.75,Critical Waste,6000,"COLOR_a_b, pH"
2025-07-08,21:00,Tuesday,2025-07-08 21:00,B0334,29.04,2.17,3.65,4.26,6.19,3.61,6.2,1.88,Correction,450,SYNERESIS_pct
2025-07-08,22:00,Tuesday,2025-07-08 22:00,B0335,28.37,1.78,2.97,4.35,7.46,4.48,3.02,2.0,Correction,450,COLOR_a_b
2025-07-08,23:00,Tuesday,2025-07-08 23:00,B0336,29.02,2.11,4.28,4.31,6.03,4.05,4.45,1.96,Accept,0,
2025-07-09,00:00,Wednesday,2025-07-09 00:00,B0337,28.46,2.04,2.95,4.47,7.1,3.51,4.0,1.53,Correction,450,pH
2025-07-09,01:00,Wednesday,2025-07-09 01:00,B0338,28.72,2.0,2.91,4.24,5.54,2.96,2.84,2.3,Accept,0,
2025-07-09,02:00,Wednesday,2025-07-09 02:00,B0339,28.64,1.97,3.83,4.26,6.93,3.75,5.14,2.12,Accept,0,
2025-07-09,03:00,Wednesday,2025-07-09 03:00,B0340,27.77,1.81,4.33,4.32,6.6,6.41,6.82,2.15,Critical Waste,6000,"BRIX, COLOR_a_b, BLOTTER_TEST, SYNERESIS_pct"
2025-07-09,04:00,Wednesday,2025-07-09 04:00,B0341,28.75,2.22,2.95,4.25,6.47,3.27,3.5,1.98,Accept,0,
2025-07-09,05:00,Wednesday,2025-07-09 05:00,B0342,28.46,2.2,4.33,4.14,6.74,2.07,4.56,1.93,Accept,0,
2025-07-09,06:00,Wednesday,2025-07-09 06:00,B0343,27.84,2.02,4.69,4.19,5.96,2.62,3.75,1.87,Correction,450,BRIX
2025-07-09,07:00,Wednesday,2025-07-09 07:00,B0344,28.44,2.09,4.72,4.19,6.29,3.69,2.49,1.94,Accept,0,
2025-07-09,08:00,Wednesday,2025-07-09 08:00,B0345,28.77,2.24,4.46,4.21,6.58,3.69,5.19,2.01,Accept,0,
2025-07-09,09:00,Wednesday,2025-07-09 09:00,B0346,28.48,2.06,3.42,4.21,6.81,3.09,3.39,2.03,Accept,0,
2025-07-09,10:00,Wednesday,2025-07-09 10:00,B0347,27.84,2.14,4.24,4.25,5.72,3.83,3.47,1.96,Correction,450,BRIX
2025-07-09,11:00,Wednesday,2025-07-09 11:00,B0348,29.21,1.98,3.67,4.23,5.9,2.76,4.02,1.95,Accept,0,
2025-07-09,12:00,Wednesday,2025-07-09 12:00,B0349,28.18,2.03,4.09,4.28,6.51,2.05,4.05,1.96,Accept,0,
2025-07-09,13:00,Wednesday,2025-07-09 13:00,B0350,28.71,2.05,2.72,4.61,7.66,5.63,4.12,2.45,Critical Waste,6000,"pH, BLOTTER_TEST"
2025-07-09,14:00,Wednesday,2025-07-09 14:00,B0351,28.5,2.07,4.09,4.3,6.38,3.7,4.31,1.97,Accept,0,
2025-07-09,15:00,Wednesday,2025-07-09 15:00,B0352,28.58,2.15,2.83,4.23,5.59,3.46,3.73,2.06,Accept,0,
2025-07-09,16:00,Wednesday,2025-07-09 16:00,B0353,29.06,1.96,4.81,4.19,6.54,2.8,4.7,2.16,Accept,0,
2025-07-09,17:00,Wednesday,2025-07-09 17:00,B0354,28.15,2.1,4.27,4.11,5.92,2.83,3.59,1.82,Accept,0,
2025-07-09,18:00,Wednesday,2025-07-09 18:00,B0355,28.31,2.03,3.32,4.24,6.31,2.7,3.38,1.98,Accept,0,
2025-07-09,19:00,Wednesday,2025-07-09 19:00,B0356,27.93,2.16,4.04,4.2,6.46,2.98,2.59,2.22,Correction,450,BRIX
2025-07-09,20:00,Wednesday,2025-07-09 20:00,B0357,23.9,1.75,5.97,4.74,9.26,7.67,6.55,2.33,Critical Waste,6000,"BRIX, COLOR_a_b, pH, ACIDITY_pct, BLOTTER_TEST, SYNERESIS_pct"
2025-07-09,21:00,Wednesday,2025-07-09 21:00,B0358,28.75,2.09,3.58,4.18,6.44,2.46,4.39,1.94,Accept,0,
2025-07-09,22:00,Wednesday,2025-07-09 22:00,B0359,28.84,1.99,3.99,4.18,5.53,2.59,4.27,1.64,Accept,0,
2025-07-09,23:00,Wednesday,2025-07-09 23:00,B0360,29.07,2.08,3.64,4.25,6.27,2.58,2.99,1.74,Accept,0,
2025-07-10,00:00,Thursday,2025-07-10 00:00,B0361,29.15,1.98,4.32,4.15,6.76,2.8,3.58,2.09,Accept,0,
2025-07-10,01:00,Thursday,2025-07-10 01:00,B0362,28.09,2.01,4.59,4.25,6.99,3.31,3.03,1.95,Accept,0,
2025-07-10,02:00,Thursday,2025-07-10 02:00,B0363,29.09,1.96,3.77,4.21,6.8,3.67,4.54,2.03,Accept,0,
2025-07-10,03:00,Thursday,2025-07-10 03:00,B0364,29.4,2.0,3.08,4.11,6.86,1.87,3.54,2.07,Accept,0,
2025-07-10,04:00,Thursday,2025-07-10 04:00,B0365,29.06,2.03,6.56,4.35,8.03,3.28,5.7,1.9,Correction,450,"BOSTWICK_cm, ACIDITY_pct"
2025-07-10,05:00,Thursday,2025-07-10 05:00,B0366,28.92,2.09,4.71,4.15,7.33,3.91,4.31,2.27,Accept,0,
2025-07-10,06:00,Thursday,2025-07-10 06:00,B0367,28.92,1.99,4.44,4.16,6.81,2.21,3.23,2.11,Accept,0,
2025-07-10,07:00,Thursday,2025-07-10 07:00,B0368,28.7,1.97,3.49,4.29,6.89,2.98,3.51,1.7,Accept,0,
2025-07-10,08:00,Thursday,2025-07-10 08:00,B0369,28.54,2.02,4.05,4.2,7.22,1.68,3.42,1.87,Accept,0,
2025-07-10,09:00,Thursday,2025-07-10 09:00,B0370,28.66,2.13,4.01,4.39,5.67,3.64,3.68,2.12,Accept,0,
2025-07-10,10:00,Thursday,2025-07-10 10:00,B0371,28.25,2.13,5.14,4.23,6.56,3.09,4.63,2.17,Accept,0,
2025-07-10,11:00,Thursday,2025-07-10 11:00,B0372,28.16,1.84,6.16,4.56,7.31,4.05,3.91,2.29,Critical Waste,6000,"COLOR_a_b, BOSTWICK_cm, pH"
2025-07-10,12:00,Thursday,2025-07-10 12:00,B0373,27.91,2.11,3.54,4.24,7.27,2.61,3.54,2.04,Correction,450,BRIX
